,alpha,l1_ratio,mae
0,0.005,0.05,-0.196980725524042
1,0.005,0.1,-0.1927917090913824
2,0.005,0.15000000000000002,-0.18934704629826185
3,0.005,0.2,-0.18598493409299485
4,0.005,0.25,-0.18301514675494215
5,0.005,0.3,-0.18061950521704834
6,0.005,0.35000000000000003,-0.17832832552330932
7,0.005,0.4,-0.1761154460804711
8,0.005,0.45,-0.17396896701769332
9,0.005,0.5,-0.17195163030976243
10,0.005,0.55,-0.1700083507008465
11,0.005,0.6000000000000001,-0.168087030743112
12,0.01,0.05,-0.18877935634267068
13,0.01,0.1,-0.18155733821912348
14,0.01,0.15000000000000002,-0.17656493197236708
15,0.01,0.2,-0.17261930549975052
16,0.01,0.25,-0.16931618717269573
17,0.01,0.3,-0.16611806263633966
18,0.01,0.35000000000000003,-0.1636302354015939
19,0.01,0.4,-0.16189993812299455
20,0.01,0.45,-0.16044361702185722
21,0.01,0.5,-0.1596520780018069
22,0.01,0.55,-0.1592682020956212
23,0.01,0.6000000000000001,-0.15914627675965962
24,0.015,0.05,-0.18227472159266989
25,0.015,0.1,-0.17430973157377902
26,0.015,0.15000000000000002,-0.16903551218906981
27,0.015,0.2,-0.16497191132141642
28,0.015,0.25,-0.1619502935577141
29,0.015,0.3,-0.16009530290437524
30,0.015,0.35000000000000003,-0.15937739139899462
31,0.015,0.4,-0.15921979542640705
32,0.015,0.45,-0.1594251421399882
33,0.015,0.5,-0.15979992774915802
34,0.015,0.55,-0.16015440164164257
35,0.015,0.6000000000000001,-0.1603247937000169
36,0.02,0.05,-0.17741779918430578
37,0.02,0.1,-0.169234932381027
38,0.02,0.15000000000000002,-0.16412499149444693
39,0.02,0.2,-0.16076923633150542
40,0.02,0.25,-0.1594247979983423
41,0.02,0.3,-0.15927243965515642
42,0.02,0.35000000000000003,-0.15962660369854417
43,0.02,0.4,-0.16007481166606685
44,0.02,0.45,-0.16033341506235027
45,0.02,0.5,-0.16045591553264227
46,0.02,0.55,-0.16038197521198794
47,0.02,0.6000000000000001,-0.1603436296242901
48,0.025,0.05,-0.17370142064659688
49,0.025,0.1,-0.16563419056049586
50,0.025,0.15000000000000002,-0.16104843600524782
51,0.025,0.2,-0.15936696215342158
52,0.025,0.25,-0.1593662287077336
53,0.025,0.3,-0.1598966038686877
54,0.025,0.35000000000000003,-0.16030218722993
55,0.025,0.4,-0.16044988388349263
56,0.025,0.45,-0.16035927970942934
57,0.025,0.5,-0.1603436296242901
58,0.025,0.55,-0.1603436296242901
59,0.025,0.6000000000000001,-0.1603436296242901
60,0.030000000000000002,0.05,-0.17066490227557046
61,0.030000000000000002,0.1,-0.1630045990448527
62,0.030000000000000002,0.15000000000000002,-0.1595676581426925
63,0.030000000000000002,0.2,-0.1593494304128614
64,0.030000000000000002,0.25,-0.1599353713651244
65,0.030000000000000002,0.3,-0.1603475472529964
66,0.030000000000000002,0.35000000000000003,-0.16042116542598012
67,0.030000000000000002,0.4,-0.1603436296242901
68,0.030000000000000002,0.45,-0.1603436296242901
69,0.030000000000000002,0.5,-0.1603436296242901
70,0.030000000000000002,0.55,-0.1603436296242901
71,0.030000000000000002,0.6000000000000001,-0.1603436296242901
72,0.034999999999999996,0.05,-0.16812111083864484
73,0.034999999999999996,0.1,-0.16110887043148484
74,0.034999999999999996,0.15000000000000002,-0.15931685186016553
75,0.034999999999999996,0.2,-0.15978173308015997
76,0.034999999999999996,0.25,-0.16032504555072566
77,0.034999999999999996,0.3,-0.16041716460076114
78,0.034999999999999996,0.35000000000000003,-0.1603436296242901
79,0.034999999999999996,0.4,-0.1603436296242901
80,0.034999999999999996,0.45,-0.1603436296242901
81,0.034999999999999996,0.5,-0.1603436296242901
82,0.034999999999999996,0.55,-0.1603436296242901
83,0.034999999999999996,0.6000000000000001,-0.1603436296242901
84,0.04,0.05,-0.16615296953608488
85,0.04,0.1,-0.1599890839176442
86,0.04,0.15000000000000002,-0.15941251638772352
87,0.04,0.2,-0.1601726879986817
88,0.04,0.25,-0.16043596079487368
89,0.04,0.3,-0.1603436296242901
90,0.04,0.35000000000000003,-0.1603436296242901
91,0.04,0.4,-0.1603436296242901
92,0.04,0.45,-0.1603436296242901
93,0.04,0.5,-0.1603436296242901
94,0.04,0.55,-0.1603436296242901
95,0.04,0.6000000000000001,-0.1603436296242901
